id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason,judge_input_truncated
REG_081,regulatory_interpretation,easy,"What is the 'bidding period' as defined in SEBI (Delisting of Equity Shares) Regulations, 2021?",The period within which shareholders may tender their shares in acceptance of the offer for delisting of equity shares of the company.,The 'bidding period' is the timeframe during which shareholders can tender their shares in response to a delisting offer made by the company under the SEBI regulations.,1,1,The model prediction accurately describes the 'bidding period' as the timeframe for tendering shares in response to a delisting offer under SEBI regulations.,0
REG_082,regulatory_interpretation,easy,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative to their date of publication?",On the ninetieth day from the date of publication in the Official Gazette.,"The SEBI (Research Analysts) Regulations, 2014 came into force on the ninetieth day from the date of their publication in the Official Gazette.",1,1,"The model prediction correctly states the rule for the SEBI (Research Analysts) Regulations, 2014 coming into force.",0
REG_083,regulatory_interpretation,easy,"Under SEBI (Research Analysts) Regulations 2014, who qualifies as an 'independent research analyst'?",A person whose only business activity is research analysis or preparation and/or publication of research report.,"A person qualifies as an 'independent research analyst' if their sole business activity is conducting research analysis or preparing and/or publishing research reports, without engaging in any other business activities.",0,1,The model prediction accurately reflects the definition of an 'independent research analyst' as per SEBI (Research Analysts) Regulations 2014.,0
REG_084,regulatory_interpretation,easy,"From which financial year do the Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 come into effect?",Financial Year 2026-27,"The Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 come into effect from the financial year 2026-27.

Answer: 2026-27",1,1,"The model prediction correctly states the financial year as 2026-27, which matches the reference answer.",0
REG_085,regulatory_interpretation,easy,"To which category of banks do the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 apply?",Small Finance Banks (SFBs),"The RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 apply to Small Finance Banks (SFBs).",1,1,"The model prediction correctly identifies that the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 apply to Small Finance Banks (SFBs).",0
REG_086,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, what is the maximum aggregate dividend a Small Finance Bank can declare, regardless of its Tier 1 Capital Ratio bucket?",Not exceeding 75% of the PAT for the period for which the dividend is proposed.,"The maximum aggregate dividend a Small Finance Bank can declare is 75% of its Profit After Tax (PAT). 

Answer: 75% of the Profit After Tax (PAT).",1,1,The model prediction correctly states the maximum aggregate dividend as 75% of Profit After Tax (PAT) as per the RBI SFB Dividend Directions 2026.,0
REG_087,regulatory_interpretation,medium,What four factors must the Board of Directors of a Small Finance Bank consider when evaluating a dividend proposal under the RBI SFB Dividend Directions 2026?,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphasis of Matter; 3. Current and projected capital position versus regulatory capital requirement; 4. Long term growth plans.,"1. Divergence in asset classification and provisioning for Non-Performing Assets (NPAs), including trends as observed in RBI's supervisory findings.
2. Auditors' Report, including any modified opinions or emphasis of matter, for the financial year in question.
3. Current and projected capital positi",1,1,The model prediction accurately reflects the four factors that must be considered by the Board of Directors of a Small Finance Bank when evaluating a dividend proposal under the RBI SFB Dividend Direc,0
REG_088,regulatory_interpretation,easy,"After declaring a dividend, within what time period must a Small Finance Bank submit its dividend report to the Department of Supervision of the Reserve Bank?",Within a fortnight (two weeks) of the declaration of dividend.,Within a fortnight (14 days) after declaring the dividend.,1,1,"The model prediction correctly states the time period as within a fortnight (14 days) after declaring the dividend, which matches the reference answer.",0
REG_089,regulatory_interpretation,easy,"Under the RBI SFB Dividend Directions 2026, is a bank eligible to declare dividends if the Reserve Bank has placed an explicit restriction on it?",No. A bank that is under any explicit restrictions for declaration of dividends from the Reserve Bank or any other authority is not eligible to declare dividends.,"No, the bank is not eligible to declare dividends if the Reserve Bank has placed an explicit restriction on it.",1,1,The model prediction correctly states that a bank is not eligible to declare dividends if there are explicit restrictions placed by the Reserve Bank.,0
REG_090,regulatory_interpretation,medium,How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Directions 2026?,PAT of the financial year for which the dividend is proposed minus 50% of Net NPA as on March 31 of that financial year.,Adjusted Profit After Tax (PAT) is defined as the Profit After Tax (PAT) for the financial year minus 50% of the Net Non-Performing Assets (NPA) as of March 31 of that financial year.,1,1,The model prediction accurately paraphrases the definition of 'Adjusted Profit After Tax (PAT)' as per the RBI SFB Dividend Directions 2026.,0
REG_091,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers in Financial Markets 2026, when does the section on Unique Transaction Identifier (UTI) implementation come into effect?","January 01, 2027","January 01, 2027.",1,1,The model prediction matches the reference answer's effective date for UTI implementation.,0
REG_092,regulatory_interpretation,easy,"Under the RBI Master Direction on Unique Identifiers 2026, are entities without an LEI code permitted to transact in RBI-regulated financial markets?",No. Entities without an LEI code are not eligible to undertake transactions in the financial markets regulated by the Reserve Bank.,"No, entities without an LEI code are not permitted to transact in RBI-regulated financial markets.",1,1,"The model prediction correctly states that entities without an LEI code are not permitted to transact in RBI-regulated financial markets, aligning with the RBI Master Direction on Unique Identifiers 2",0
REG_093,regulatory_interpretation,medium,"For non-derivative foreign exchange transactions, at what minimum transaction amount does the LEI requirement become applicable to users and clients under the RBI Master Direction on Unique Identifiers 2026?",USD one million or equivalent thereof in other currencies.,"The LEI requirement becomes applicable for transactions equal to or exceeding USD one million. 

Answer: USD one million or equivalent thereof in other currencies.",1,1,The model prediction correctly states the minimum transaction amount for LEI requirement as per the RBI Master Direction on Unique Identifiers 2026.,0
