id,task_type,difficulty,question,ref_answer,prediction,correct,condition
REG_191,regulatory_interpretation,medium,"What does Regulation 6A of SEBI Takeovers Regulations 2011 prohibit, and what ex","Regulation 6A prohibits wilful defaulters from making a public announcement of an open offer or entering into any transaction triggering an open offer obligation. However, it does not prohibit a wilful defaulter from making a competing offer when another person has made an open offer for shares of the same target company.","It prohibits a wilful defaulter from making a public announcement of an open offer for acquiring shares or entering into any transaction that would attract the obligation to make such an open offer, but allows them to make a competing offer if another person has made an open offer for the target com",1,3shot
REG_192,regulatory_interpretation,easy,"Under Regulation 7(1) of SEBI Takeovers Regulations 2011, what is the minimum op",At least 26% of the total shares of the target company (as of the tenth working day from the closure of the tendering period).,26% of total shares of the target company.,1,3shot
REG_193,regulatory_interpretation,medium,What happens to the offer price if an acquirer purchases shares of the target co,"The offer price automatically stands revised to the highest price paid or payable for such acquisition. However, no such acquisition is permitted after the third working day prior to the commencement of the tendering period and during the tendering period.",The offer price shall stand revised to the highest price paid or payable for any such acquisition.,1,3shot
REG_194,regulatory_interpretation,medium,"Under Regulation 8(10), if an acquirer buys shares of the target company within ","The acquirer must pay the difference between the highest acquisition price and the open offer price to all shareholders whose shares were accepted in the open offer, within 60 days from the date of such acquisition. The obligation does not apply to acquisitions under another open offer, the Delisting Regulations, or ordinary open market purchases not involving negotiated transactions.","The acquirer and persons acting in concert shall pay the difference between the highest acquisition price and the offer price to all shareholders whose shares were accepted in the open offer, within sixty days.",1,3shot
REG_195,regulatory_interpretation,hard,What conditions must listed shares offered as non-cash consideration in an open ,The shares must: (a) be listed and frequently traded; (b) have been listed for at least 2 years before the date of public announcement; (c) the issuer must have redressed at least 95% of investor complaints in the preceding calendar quarter; (d) the issuer must have materially complied with listing regulations for at least 2 years preceding the public announcement; (e) impact of auditors' qualifications must not exceed 5% of net profit or loss after tax for three preceding financial years; and (f) SEBI must not have issued any direction restricting the issuer's access to capital markets or issuance of fresh shares.,listed and frequently traded; listed for at least two years preceding the date of public announcement; issuer has redressed at least 95% of complaints received from investors in the preceding calendar quarter; issuer has been in material compliance with listing regulations for at least two years imm,1,3shot
REG_196,regulatory_interpretation,medium,"Under Regulation 10(3), what must a shareholder do to claim exemption from makin",The shareholder must reduce their shareholding such that voting rights fall below the 25% threshold within 90 days from the date of closure of the buy-back offer.,Reduce shareholding so that voting rights fall below the threshold within ninety days from the date of closure of the buy-back offer.,1,3shot
REG_197,regulatory_interpretation,easy,What is the key independence requirement for the manager to the open offer under,The manager to the open offer must be a SEBI-registered merchant banker who is not an associate of the acquirer.,The manager to the open offer must not be an associate of the acquirer.,1,3shot
REG_198,regulatory_interpretation,easy,"Under Regulation 16(4) of SEBI Takeovers Regulations 2011, within how many worki","SEBI must give its comments within 15 working days of receipt of the draft letter of offer. If no comments are issued within this period, it is deemed that SEBI does not have comments to offer. If SEBI seeks clarifications, the deadline extends to the fifth working day from receipt of a satisfactory reply.",fifteen working days; it shall be deemed that SEBI does not have comments to offer.,1,3shot
REG_199,regulatory_interpretation,medium,"Under Regulation 17(10)(e), if an acquirer's escrow account is forfeited for non",After deduction of expenses of registered market intermediaries: one-third to the target company; one-third to the Investor Protection and Education Fund (IPEF); and one-third distributed pro-rata among shareholders who accepted the open offer.,One third to the target company; one third to the Investor Protection and Education Fund; and one third distributed pro-rata among the shareholders who have accepted the open offer.,1,3shot
REG_200,regulatory_interpretation,medium,Under what condition and after what period may an acquirer complete the underlyi,"The acquirer may complete the acquisition after expiry of 21 working days from the date of the detailed public statement, provided they have deposited in the escrow account, in cash, an amount equal to the entire consideration payable under the open offer assuming full acceptance.","After depositing cash equal to the entire consideration payable under the open offer in the escrow account, assuming full acceptance, twenty-one working days from the date of detailed public statement.",1,3shot
REG_201,regulatory_interpretation,medium,"Under Chapter V (Disclosure provisions) of SEBI Takeovers Regulations 2011, when","An acquirer whose aggregate acquisition reaches 5% or more must disclose their aggregate shareholding and voting rights. Additionally, any person already holding 5% or more must disclose any change in shareholding exceeding 2%. All such disclosures must be made within two working days of the acquisition or disposal to every stock exchange where the target company is listed and to the target company at its registered office.",within two working days,1,3shot
REG_202,regulatory_interpretation,hard,"Under Regulation 26(2) of SEBI Takeovers Regulations 2011, what actions is the t","The board is prohibited from: (a) alienating material assets outside ordinary course of business; (b) effecting material borrowings outside ordinary course; (c) issuing unissued securities with voting rights; (d) implementing share buy-backs or changing capital structure; (e) entering into, amending or terminating material contracts outside ordinary course; and (f) accelerating any contingent vesting of rights such as ESOPs.","alienating material assets, effecting material borrowings, issuing or allotting authorised but unissued securities with voting rights, implementing buy-back or capital structure changes, entering into, amending or terminating material contracts, accelerating contingent vesting of rights including ES",1,3shot
NUM_131,numerical_reasoning,medium,An acquirer makes a mandatory open offer where the total consideration payable i,Rs 125 crore (25% of first Rs 500 crore) + Rs 70 crore (10% of balance Rs 700 crore) = Rs 195 crore.,"On the first 500 crore rupees: 25% x 500 = 0.25 x 500 = 125 crore
On the balance (1200 - 500) = 700 crore: 10% x 700 = 0.10 x 700 = 70 crore
Minimum escrow amount: 125 + 70 = Rs. 195 crore",1,3shot
NUM_132,numerical_reasoning,easy,An acquirer holds 28% voting rights in a listed company with 10 crore total shar,5% of 10 crore = 50 lakh shares.,"Maximum permissible non-public shareholding = 75%. 
The acquirer holds 28%. 
So, 28% < 75% < 100%. 
The acquirer can buy up to 5% more. 
5% of 10 crore shares = 0.05 * 10,00,00,000 = 5,00,000 shares.",1,3shot
NUM_133,numerical_reasoning,easy,A listed company has 50 crore shares outstanding. An acquirer acquires shares tr,26% of 50 crore = 13 crore shares.,26% x 50 crore shares = 0.26 x 50 crore = 13 crore shares,1,3shot
NUM_134,numerical_reasoning,hard,"An open offer at Rs 100 per share completed payment to shareholders on March 15,","26 weeks from March 15, 2024 is approximately September 15, 2024. August 20, 2024 falls within this window, so Regulation 8(10) applies. The acquirer must pay Rs 30 per share (Rs 130 minus Rs 100) to all tendering shareholders within 60 days from August 20, 2024, i.e., by approximately October 19, 2024.","The acquisition at a higher price occurred within 26 weeks after the tendering period. 
Difference = 130 - 100 = Rs. 30 
Regulation 8(10) applies. 
Payment due date = 20th August 2024 + 60 days = 19th October 2024.",0,3shot
NUM_135,numerical_reasoning,medium,An acquirer's total consideration payable under an open offer is Rs 600 crore. U,At least 1% of total consideration payable = 1% of Rs 600 crore = Rs 6 crore must be deposited in cash.,1% of Rs. 600 crore = 0.01 x 600 = Rs. 6 crore,1,3shot
NUM_136,numerical_reasoning,medium,An acquirer makes a mandatory open offer where the total consideration payable i,"Consideration is more than Rs 10 crore but less than or equal to Rs 1,000 crore: fee = 0.5% of offer size = 0.5% × Rs 400 crore = Rs 2 crore.","More than ten crore rupees but not more than one thousand crore rupees — 0.5% of the offer size. 
Fee = 0.5% x 400 crore = 0.005 x 400 crore = Rs 2 crore.",1,3shot
NUM_137,numerical_reasoning,medium,"SEBI issued its comments on the draft letter of offer on April 7, 2025. Assuming","The tendering period must commence no later than 12 working days from April 7, 2025 = approximately April 23, 2025 (adding 12 working days). The tendering period then remains open for 10 working days, so the last date of the tendering period = approximately May 7, 2025 (adding 10 working days from April 23).","Last permissible date for tendering period commencement: 
April 7, 2025 + 12 working days.

Assuming a 5-day week (Monday to Friday), 
April 7, 2025 + 12 working days = April 21, 2025.

Last date of tendering period: 
April 21, 2025 + 10 working days = May 5, 2025.",0,3shot
NUM_138,numerical_reasoning,easy,An acquirer holds 40% voting rights in a target company with 200 crore total sha,At least 10% additional voting rights = 10% of 200 crore total shares = 20 crore shares.,"Total shares: 200 crore. 
40% of 200 crore = 0.4 * 200 = 80 crore shares.
Additional 10% of 200 crore = 0.1 * 200 = 20 crore shares. 
Minimum number of shares for the offer = 20 crore.",1,3shot
CON_072,contradiction_detection,medium,Do Regulation 3(1) and Regulation 3(5) of SEBI Takeovers Regulations 2011 contra,No,"No. Regulation 3(1) states a general 25% threshold, while Regulation 3(5) provides an exception for listed entities on Innovators Growth Platform, raising the threshold to 49% for them.",1,3shot
CON_073,contradiction_detection,hard,Do the main provision and the 2020 proviso of Regulation 3(2) of SEBI Takeovers ,No,"Yes. The main provision sets a general 5% limit, while the 2020 proviso allows for an exception of up to 10% for a specific case.",0,3shot
CON_074,contradiction_detection,medium,Is there a contradiction between Regulation 7(1) and Regulation 7(2) about the m,No,"Yes. Regulation 7(1) specifies a 26% minimum open offer, while Regulation 7(2) specifies a variable minimum based on exercising an additional 10% of voting rights.",0,3shot
CON_075,contradiction_detection,medium,Do Regulation 22(1) and Regulation 22(2) contradict each other about when an acq,No,"Yes. Regulation 22(1) prohibits completion before the offer period expiry, while Regulation 22(2) allows completion after 21 working days from the detailed public statement under certain conditions.",0,3shot
CON_076,contradiction_detection,hard,Is there a contradiction between Regulation 23(1) and Regulation 6A regarding th,No,"No. Regulation 23(1) outlines general conditions for withdrawal of an open offer, while Regulation 6A specifically prohibits wilful defaulters from making an open offer but allows a competing offer.",1,3shot
CON_077,contradiction_detection,hard,Do Regulation 29(1) and Regulation 29(2) impose contradictory or duplicative dis,No,"No. Regulation 29(1) requires disclosure when crossing 5% threshold, and Regulation 29(2) requires disclosure for a 2% change after crossing 5%, which are distinct obligations.",1,3shot
TMP_081,temporal_reasoning,medium,When did SEBI introduce separate prohibitions on wilful defaulters and fugitive ,"The prohibition on wilful defaulters (Regulation 6A) was inserted by the Second Amendment Regulations, 2016, effective May 25, 2016, following Reserve Bank of India guidelines on wilful defaulters. The prohibition on fugitive economic offenders (Regulation 6B) was inserted by the Second Amendment Regulations, 2018, effective September 11, 2018, following the enactment of the Fugitive Economic Offenders Act, 2018.",Regulation 6A - 25-05-2016; Regulation 6B - 11-09-2018.,1,3shot
TMP_082,temporal_reasoning,medium,How was the deadline for making upward revisions to the offer price changed unde,"Prior to the 2018 amendment, an acquirer could make upward revisions to the offer price up to three working days before the commencement of the tendering period. The Second Amendment Regulations, 2018 (effective September 11, 2018) reduced this window to one working day before the commencement of the tendering period, tightening the timeline for last-minute price revisions.","The deadline was changed from 'three working days' to 'the last one working day before the commencement of the tendering period', effective September 11, 2018.",1,3shot
TMP_083,temporal_reasoning,medium,When did SEBI introduce the higher 49% open offer threshold for entities listed ,"The Amendment Regulations, 2021, effective May 5, 2021, inserted Regulations 3(5) and 6(4) providing that the 25% mandatory open offer threshold reads as 49% for IGP-listed entities. Simultaneously, the same amendment renamed 'institutional trading platform' to 'Innovators Growth Platform' throughout the regulations.","May 5, 2021; changed 'twenty-five per cent' to 'forty-nine per cent' and 'institutional trading platform' to 'Innovators Growth Platform'.",1,3shot
TMP_084,temporal_reasoning,hard,How did the SEBI Takeovers Regulations provisions on combined open offer and del,"In 2013, a basic Regulation 5A was inserted allowing an acquirer making an open offer to also delist under the Delisting Regulations, 2009, with specific disclosure conditions. In December 2021, the Third Amendment Regulations substituted the old Regulation 5A with a comprehensive new framework referencing the updated Delisting Regulations, 2021. The new Regulation 5A introduced: (a) detailed conditions for acquirer eligibility; (b) a two-payment structure (indicative price if delisting threshold met, open offer price if not); (c) a two-attempt delisting structure; and (d) updated timelines for withdrawal announcements.","The original Regulation 5A, inserted in 2013, allowed delisting under the 2009 Delisting Regulations. In 2021, Regulation 5A was substituted to provide a detailed delisting offer framework referencing the Delisting Regulations, 2021, with a two-attempt structure.",1,3shot
TMP_085,temporal_reasoning,hard,When were housing finance companies and systemically important NBFCs added to th,"The original exemption in Regulation 29(4) covered only scheduled commercial banks and public financial institutions acting as pledgees in ordinary business. The Third Amendment Regulations, 2018, effective December 31, 2018, expanded this to also include housing finance companies (registered with NHB, deposit-taking or with asset size of Rs 500 crore or more) and systemically important non-banking financial companies. The expansion recognised the growing role of these institutions as lenders against pledged shares.","Housing finance companies and systemically important NBFCs were added on December 31, 2018; originally, exemption was for Scheduled Commercial Banks and Public Financial Institutions.",1,3shot
TMP_086,temporal_reasoning,hard,What happened to the annual continual disclosure requirement for promoters and m,"Regulation 30, which required every person holding 25% or more of voting rights and all promoters to disclose their aggregate shareholding as of March 31 each financial year (within 7 working days from year-end), was omitted by the Second Amendment Regulations, 2021, with effect from April 1, 2022. This was part of a broader overhaul of disclosure obligations, including changes to Regulation 29. The annual continual disclosure was likely subsumed into or replaced by disclosure requirements under the Listing Obligations and Disclosure Requirements Regulations, 2015.","Regulation 30 was omitted, and the requirement was removed w.e.f. April 1, 2022.",1,3shot
TMP_087,temporal_reasoning,medium,"What significant change did the SEBI Takeovers Amendment Regulations, 2025 make ","The 2025 Amendment Regulations, effective January 3, 2026, replaced the requirement that valuations for infrequently traded shares (Regulation 8(2)(e) and 8(4)) and consideration shares (Regulation 9(5)) be done by the acquirer and the manager to the open offer (or an independent merchant banker/chartered accountant with 10 years' experience) with the requirement for an independent registered valuer as defined under section 247 of the Companies Act, 2013. A transition period of 9 months was provided for valuation assignments already underway before the amendment came into force.","Shifted responsibility from 'the acquirer and the manager to the open offer' to 'an independent registered valuer', effective January 3, 2026; provided a 9-month transition period for ongoing valuation assignments.",1,3shot
TMP_088,temporal_reasoning,easy,When was the regulatory sandbox exemption introduced into SEBI Takeovers Regulat,"The regulatory sandbox provision (Regulation 31A) was inserted by the SEBI (Regulatory Sandbox) (Amendment) Regulations, 2020, effective April 17, 2020. SEBI can grant exemptions from any provisions of the Takeovers Regulations for a period not exceeding 12 months, subject to such conditions as SEBI deems appropriate, to enable testing of new products, processes, services, or business models in a live environment.","April 17, 2020; up to twelve months.",0,3shot
