model,item_id,task_type,strict_correct,gemini_verdict,phi4_verdict,question,reference_answer,model_prediction,prediction_truncated,sample_group,stratum,human_verdict_CORRECT_or_INCORRECT,human_notes
Kimi K2,REG_136,regulatory_interpretation,1,,1,"For how long is a certificate of registration granted to an investment adviser under SEBI (Investment Advisers) Regulations, 2013 valid?","The certificate of registration is valid till it is suspended or cancelled by the Board — it does not have a fixed expiry date. Under Regulation 10, the certificate remains in force indefinitely unless the Board suspends or cancels it.",Valid until suspended or cancelled by the Board.,FALSE,control_agreement,REG_strict_correct_phi4_agrees,CORRECT,
Gemma 4 E4B,REG_125,regulatory_interpretation,1,,1,"Under SEBI (Mutual Funds) Regulations, 1996, whose prior approval is required before a director of an AMC can be appointed?",Prior approval of the trustees,The trustees.,FALSE,control_agreement,REG_strict_correct_phi4_agrees,CORRECT,
Mistral-7B,REG_102,regulatory_interpretation,1,,1,"By what date must a mutual fund pay its annual service fee, and what is the maximum grace period SEBI may allow for a delayed payment?",Before the 15th April each year; the Board may allow payment up to two months from commencement of the financial year,The mutual fund must pay its annual service fee before 15th April each year. The maximum grace period SEBI may allow for a delayed payment is two months from the commencement of the financial year to ,TRUE,control_agreement,REG_strict_correct_phi4_agrees,CORRECT,
Qwen3-32B,REG_082,regulatory_interpretation,1,,1,"When did the SEBI (Research Analysts) Regulations, 2014 come into force relative to their date of publication?",On the ninetieth day from the date of publication in the Official Gazette.,"The SEBI (Research Analysts) Regulations, 2014 came into force on the ninetieth day from the date of their publication in the Official Gazette.",FALSE,control_agreement,REG_strict_correct_phi4_agrees,CORRECT,
DeepSeek-R1-Distill,REG_018,regulatory_interpretation,1,,1,"Under SEBI Mutual Funds Regulations, what percentage of unit holders must pass a resolution to trigger the winding up of a mutual fund scheme?",Seventy-five per cent of the unit holders,75%,FALSE,control_agreement,REG_strict_correct_phi4_agrees,CORRECT,
Llama 4 Scout 17B,REG_169,regulatory_interpretation,1,,1,"How long is a certificate of registration granted to a credit rating agency under SEBI (CRA) Regulations, 1999 valid?","Under Regulation 8(2), the certificate of registration is valid unless it is suspended or cancelled by the Board — it has no fixed expiry date.",Unless it is suspended or cancelled by the Board.,FALSE,control_agreement,REG_strict_correct_phi4_agrees,CORRECT,
Mistral-7B,REG_095,regulatory_interpretation,1,,1,"What is the minimum percentage of an AMC's net worth that a sponsor must contribute to be eligible for mutual fund registration under SEBI (Mutual Funds) Regulations, 1996?",At least 40 per cent,40%,FALSE,control_agreement,REG_strict_correct_phi4_agrees,CORRECT,
Gemini 2.5 Flash,REG_004,regulatory_interpretation,1,,1,"Under SEBI ICDR Regulations, 2018, what fraction of the anchor investor portion in a book-built issue is reserved for domestic mutual funds?",One-third,One-third,FALSE,control_agreement,REG_strict_correct_phi4_agrees,CORRECT,
GPT-OSS 120B,REG_133,regulatory_interpretation,0,0,0,"Does a Chartered Accountant who incidentally provides investment advice to clients in the course of professional services need to register as an investment adviser under SEBI IA Regulations, 2013?","No. Under Regulation 4(f), any member of the Institute of Chartered Accountants of India (or other specified professional bodies such as ICSI, ICMAI, or the Actuarial Society of India) who provides investment advice to clients incidental to their professional service is exempt from registration as an investment adviser.","Yes. Under Regulation 4(f), a Chartered Accountant who gives investment advice incidentally to his professional services is deemed an investment adviser and must register under the SEBI IA Regulations, 2013.",FALSE,control_agreement,REG_strict_incorrect_judges_agree,INCORRECT,Wrong conclusion: the Chartered Accountant is exempt from registration when the advice is incidental to professional services.
Gemini 2.5 Flash,REG_087,regulatory_interpretation,0,0,0,What four factors must the Board of Directors of a Small Finance Bank consider when evaluating a dividend proposal under the RBI SFB Dividend Directions 2026?,1. Divergence in NPA classification and provisioning as observed in RBI supervisory findings; 2. Auditors' Report including modified opinion or Emphasis of Matter; 3. Current and projected capital position versus regulatory capital requirement; 4. Long term growth plans.,"The provided context does not specify that the factors apply to Small Finance Banks or the RBI SFB Dividend Directions 2026. It only states that ""The Board of Directors while considering the proposal ",TRUE,control_agreement,REG_strict_incorrect_judges_agree,INCORRECT,Incomplete: it does not provide the four required factors for SFB dividend evaluation.
Llama 4 Scout 17B,REG_114,regulatory_interpretation,0,0,0,What two categories of securities of associate or group companies of the sponsor are absolutely prohibited for mutual fund investment under the Seventh Schedule?,Unlisted securities of an associate or group company of the sponsor; and securities issued by private placement by an associate or group company of the sponsor,(a) any unlisted security; (b) any security issued by way of private placement.,FALSE,control_agreement,REG_strict_incorrect_judges_agree,CORRECT,
Gemini 2.5 Flash,REG_079,regulatory_interpretation,0,0,0,A company defaulted on repayment of a term loan. The default was remedied. After how long can the company conduct a buy-back?,After three years have lapsed since the default ceased to subsist.,The provided text does not mention term loans. It only mentions default in the repayment of deposits.,FALSE,control_agreement,REG_strict_incorrect_judges_agree,INCORRECT,No answer to the term-loan question; the reference requires a three-year wait after the default ceases.
GPT-OSS 120B,REG_008,regulatory_interpretation,0,0,0,"Under SEBI Takeover Regulations 2011, an acquirer holding 25% or more in a target company may acquire up to what percentage of additional voting rights in a financial year without triggering an open offer obligation?",More than five per cent of the voting rights,Up to 5 percent of additional voting rights.,FALSE,control_agreement,REG_strict_incorrect_judges_agree,INCORRECT,"Wrong threshold wording: the reference answer is 'more than five per cent,' not exactly 5%."
Gemini 2.5 Flash,REG_109,regulatory_interpretation,0,0,0,What four factors must an SFB's Board of Directors consider when evaluating a proposal for declaration of dividend?,Divergence in NPA asset classification and provisioning including its trend; Auditors' Report including modified opinion or Emphasis of Matter; Current and projected capital position vis-à-vis regulatory capital requirement; Long term growth plans,"The provided context does not mention SFBs (Small Finance Banks). It refers to ""a bank"" in general.",FALSE,control_agreement,REG_strict_incorrect_judges_agree,INCORRECT,No answer; the response merely says the passage refers to a bank in general.
DeepSeek-R1-Distill,REG_003,regulatory_interpretation,0,0,0,"Under SEBI ICDR Regulations, 2018, what is the minimum percentage of post-issue capital that promoters must hold following a public issue?",At least twenty per cent.,"The minimum percentage of post-issue capital that promoters must hold is ten percent. 

Answer: 10%",FALSE,control_agreement,REG_strict_incorrect_judges_agree,INCORRECT,"Wrong percentage: the required promoter holding is at least 20%, not 10%."
GPT-OSS 120B,REG_023,regulatory_interpretation,0,0,0,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is the maximum shareholding percentage a single entity can hold in a recognised stock exchange without prior written approval of the Board?",Five per cent of the paid-up equity share capital,15 percent.,FALSE,control_agreement,REG_strict_incorrect_judges_agree,INCORRECT,"Wrong shareholding limit: the reference is 5%, not 15%."
LLaMA-3.3-70B,TMP_008,temporal_reasoning,1,,1,"Under SEBI AIF Regulations 2012, how long could funds registered under the earlier SEBI Venture Capital Funds Regulations, 1996 continue to be governed by those older regulations before being required to migrate?","Five years from the commencement of the SEBI (AIF) Regulations, 2012","5 years from the commencement of the SEBI (AIF) Regulations, 2012.",FALSE,control_agreement,TMP_strict_correct_phi4_agrees,CORRECT,
Gemini 2.5 Pro,TMP_049,temporal_reasoning,1,,1,"From which financial year do the RBI (Small Finance Banks - Prudential Norms on Declaration of Dividend) Directions, 2026 take effect, and which earlier circular do they repeal?","From Financial Year (FY) 2026-27; they repeal the circular dated November 28, 2025 (DO R.ACC.REC.118/21-02-067/2025-26)","The Directions take effect from Financial Year (FY) 2026-27 and repeal circular DO R.ACC.REC.118/21-02-067/2025-26 dated November 28, 2025 — Reserve Bank of India (Small Finance Banks - Prudential Norms on Declaration of Dividends) Directions, 2025.",FALSE,control_agreement,TMP_strict_correct_phi4_agrees,CORRECT,
GPT-OSS 20B,TMP_072,temporal_reasoning,1,,1,"When was the requirement for AIFs to hold investments in dematerialised form introduced under SEBI AIF Regulations, 2012, and what exceptions apply?","The requirement for AIFs to hold investments in dematerialised form was introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Amendment) Regulations, 2024, with effect from 5 January 2024 (Regulation 15(1)(i)). Three exceptions apply: (a) investments in instruments that are not eligible for dematerialisation; (b) investments held by a liquidation scheme that are not available in dematerialised form; and (c) such other investments and schemes as may be specified by the Board from time to time.","The passage does not state when the dematerialisation requirement was first introduced under the SEBI AIF Regulations, 2012.  

Exceptions to the requirement (as per the 2024 amendment) are:  
(a) investments not eligible for dematerialisation;  
(b) investments held by a liquidation scheme that are",FALSE,control_agreement,TMP_strict_correct_phi4_agrees,INCORRECT,"Incomplete: omits the January 5, 2024 effective date and the full third exception."
GPT-OSS 20B,TMP_053,temporal_reasoning,1,,1,"What fundamental change did the SEBI (Mutual Funds) Second Amendment Regulations, 2019 make to the treatment of unlisted equity instruments under the Seventh Schedule?","Replaced the limited allowance for unlisted equity (5% for open-ended, 10% for close-ended) with a complete requirement that all equity investments be in listed or to-be-listed securities",The 2019 amendment struck out Clause 11’s 5 % (open‑ended) / 10 % (close‑ended) cap on unlisted equity shares and replaced it with a blanket prohibition: all equity‑share and equity‑related investments must be in securities that are listed or are to be listed. The change took effect on 23 September ,FALSE,control_agreement,TMP_strict_correct_phi4_agrees,CORRECT,
Llama 4 Scout 17B,TMP_068,temporal_reasoning,1,,1,"How did the SEBI (AIF) (Amendment) Regulations, 2020 change the eligibility requirements for the key investment team of an AIF Manager, and what was the significance of this change?","The SEBI (Alternative Investment Funds) (Amendment) Regulations, 2020 (w.e.f. 19-10-2020) substituted Regulation 4(g) to replace the experience-based standard with a certification-based standard. The original requirement was for at least one key personnel to have not less than five years of experience in managing pools of capital or securities plus a relevant professional qualification. The 2020 amendment replaced this with two separate requirements: (i) at least one key personnel must hold a relevant SEBI-specified certification (not a minimum years-of-experience requirement), and (ii) at least one key personnel must hold a finance-related professional qualification or CFA Charter. The same person may fulfill both requirements. The key significance is the shift from experience as the primary criterion to certification as the primary requirement.","Pre-2020, at least one key personnel needed 5+ years experience in relevant fields. Post-2020 (w.e.f. 19-10-2020), requirements changed to: at least one key personnel with relevant NISM certification and at least one with professional qualification in finance or CFA Charter.",FALSE,control_agreement,TMP_strict_correct_phi4_agrees,CORRECT,
GPT-OSS 120B,TMP_039,temporal_reasoning,1,,1,"A counterparty entered into an OTC derivative transaction on December 15, 2026. Is this transaction subject to the UTI reporting requirements under the RBI Master Direction on Unique Identifiers 2026?","No. The UTI requirements (Section B) come into effect from January 01, 2027, and apply only to transactions entered into on or after that date. A transaction on December 15, 2026 is not subject to UTI reporting.","No. The UTI reporting provisions (Section B) only become effective on 1 January 2027, and the transaction was entered into on 15 December 2026, i.e., before the effective date. Hence it is not subject to the UTI reporting requirement.",FALSE,control_agreement,TMP_strict_correct_phi4_agrees,CORRECT,
DeepSeek-R1-Distill,TMP_058,temporal_reasoning,1,,1,"What was the networth requirement for non-individual investment advisers under the SEBI (Investment Advisers) Regulations, 2013 before the 2024 amendment substituted it with a 'deposit' requirement?","Before the substitution by the SEBI (Investment Advisers) (Second Amendment) Regulations, 2024 (w.e.f. 16-12-2024), Regulation 8 required non-individual investment advisers to have a net worth of not less than fifty lakh rupees. Individual investment advisers were required to have net tangible assets of not less than five lakh rupees. The 2024 amendment replaced these specific numerical thresholds with a 'deposit' of such sum as specified by the Board from time to time.","The networth requirement for non-individual investment advisers under the SEBI (Investment Advisers) Regulations, 2013, before the 2024 amendment, was not less than fifty lakh rupees. This requirement was in place until the 2024 amendment substituted it with a 'deposit' requirement effective from De",FALSE,control_agreement,TMP_strict_correct_phi4_agrees,CORRECT,
Qwen3-32B,TMP_064,temporal_reasoning,1,,1,"When was the regulatory obligation regarding the use of Artificial Intelligence tools by investment advisers first introduced under SEBI IA Regulations, 2013, and what does it require?","The obligation regarding the use of Artificial Intelligence tools was first introduced by the Securities and Exchange Board of India (Investment Advisers) (Second Amendment) Regulations, 2024, with effect from 16 December 2024 (Regulation 15(14)). It requires that any investment adviser using AI tools for servicing clients — irrespective of the scale or nature of AI adoption — shall be solely responsible for: the security, confidentiality, and integrity of client data; any other information or data used to arrive at investment advice; investment advice based on the output of AI tools; and compliance with all applicable laws.","The regulatory obligation regarding the use of Artificial Intelligence tools by investment advisers was first introduced on 16-12-2024 under Regulation 15(14), inserted by SEBI (Investment Advisers) (Second Amendment) Regulations, 2024. It requires investment advisers using AI tools to be solely res",FALSE,control_agreement,TMP_strict_correct_phi4_agrees,INCORRECT,Incomplete: gives the date but not the four specific responsibilities required when using AI tools.
Mistral-7B,TMP_031,temporal_reasoning,0,0,0,"Describe the step-by-step reduction in the maximum open-market buy-back limit through stock exchanges under SEBI Regulations, from 2023 to the final prohibition.","15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","The maximum open-market buy-back limit through stock exchanges under SEBI Regulations reduces step-by-step as follows:
1. From April 1, 2023 to March 31, 2024: Less than 15% of the paid up capital and",TRUE,control_agreement,TMP_strict_incorrect_judges_agree,INCORRECT,Incomplete: the response stops after the first step and omits the later reductions and final prohibition.
Gemma 4 E4B,TMP_081,temporal_reasoning,0,0,0,"When did SEBI introduce separate prohibitions on wilful defaulters and fugitive economic offenders making open offers under the Takeovers Regulations, and what triggered these additions?","The prohibition on wilful defaulters (Regulation 6A) was inserted by the Second Amendment Regulations, 2016, effective May 25, 2016, following Reserve Bank of India guidelines on wilful defaulters. The prohibition on fugitive economic offenders (Regulation 6B) was inserted by the Second Amendment Regulations, 2018, effective September 11, 2018, following the enactment of the Fugitive Economic Offenders Act, 2018.",The provided context does not contain information regarding the introduction of separate prohibitions on wilful defaulters and fugitive economic offenders making open offers.,FALSE,control_agreement,TMP_strict_incorrect_judges_agree,INCORRECT,No answer provided.
Llama 4 Scout 17B,TMP_036,temporal_reasoning,0,0,0,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 2014. On approximately which date did they come into force?","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","December 1, 2014.",FALSE,control_agreement,TMP_strict_incorrect_judges_agree,INCORRECT,"Wrong date: the approximate 90th day is November 30, 2014, not December 1."
Gemini 2.5 Pro,TMP_081,temporal_reasoning,0,0,0,"When did SEBI introduce separate prohibitions on wilful defaulters and fugitive economic offenders making open offers under the Takeovers Regulations, and what triggered these additions?","The prohibition on wilful defaulters (Regulation 6A) was inserted by the Second Amendment Regulations, 2016, effective May 25, 2016, following Reserve Bank of India guidelines on wilful defaulters. The prohibition on fugitive economic offenders (Regulation 6B) was inserted by the Second Amendment Regulations, 2018, effective September 11, 2018, following the enactment of the Fugitive Economic Offenders Act, 2018.","Regulation 6A was inserted with effect from 25-05-2016, and Regulation 6B was inserted with effect from 11-09-2018. The context does not mention what triggered these additions or that they relate to prohibitions on wilful defaulters and fugitive economic offenders.",FALSE,control_agreement,TMP_strict_incorrect_judges_agree,INCORRECT,Incomplete: gives dates but omits the specific triggers for the two amendments.
LLaMA-3-8B,TMP_012,temporal_reasoning,0,0,0,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act and year?,"The Securities and Exchange Board of India Act, 1992","The SEBI (Merchant Bankers) Regulations, 1992 were enacted under the SEBI Act, 1988.",FALSE,control_agreement,TMP_strict_incorrect_judges_agree,INCORRECT,"Wrong Act year: the regulations were made under the SEBI Act, 1992, not 1988."
GPT-OSS 120B,TMP_081,temporal_reasoning,0,0,0,"When did SEBI introduce separate prohibitions on wilful defaulters and fugitive economic offenders making open offers under the Takeovers Regulations, and what triggered these additions?","The prohibition on wilful defaulters (Regulation 6A) was inserted by the Second Amendment Regulations, 2016, effective May 25, 2016, following Reserve Bank of India guidelines on wilful defaulters. The prohibition on fugitive economic offenders (Regulation 6B) was inserted by the Second Amendment Regulations, 2018, effective September 11, 2018, following the enactment of the Fugitive Economic Offenders Act, 2018.","SEBI added the separate bans through:

* **Regulation 6A** – effective 25 May 2016, inserted by the SEBI (Substantial Acquisition of Shares and Takeovers) (Second Amendment) Regulations 2016.  
* **Regulation 6B** – effective 11 September 2018, inserted by the SEBI (Substantial Acquisition of Shares",FALSE,control_agreement,TMP_strict_incorrect_judges_agree,INCORRECT,Incomplete: gives the amendment dates but omits the RBI guidelines and Fugitive Economic Offenders Act triggers.
LLaMA-3-8B,TMP_065,temporal_reasoning,0,0,0,"When was the minimum investment threshold for venture capital funds (in qualifying venture capital/SME instruments) raised from two-thirds to seventy-five percent of investable funds under SEBI AIF Regulations, 2012?","The minimum investment threshold for venture capital funds was raised from two-thirds (approximately 66.67%) to seventy-five percent of investable funds by the SEBI (Alternative Investment Funds) (Fourth Amendment) Regulations, 2018, which came into effect on 13 August 2021. Prior to this amendment, the threshold was at least two-thirds of investable funds.",13-08-2021,FALSE,control_agreement,TMP_strict_incorrect_judges_agree,CORRECT,
LLaMA-3-8B,TMP_035,temporal_reasoning,0,0,0,"Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanent certificate at the time of commencement of these regulations must furnish Form A information within two years. What is the maximum total time available if SEBI grants an extension?","Two years plus up to six months extension, for a maximum of two and a half years from the commencement of these regulations.",Six months.,FALSE,control_agreement,TMP_strict_incorrect_judges_agree,INCORRECT,"Wrong answer: the total available period is 2.5 years, not six months."
